0.26177,0.73823,2.0267e-13,4.42e-14,7.7625e-15,1.4282e-15,3.5867e-16,5.8195e-17,8.3434e-18,1.0751e-18,1.2823e-19,2.6718e-20,2.9789e-21,1.967e-22,1.7247e-23
0.083537,0.88346,0.030183,0.0028211,9.5788e-15,1.7624e-15,4.4257e-16,7.181e-17,1.0296e-17,1.3267e-18,1.5823e-19,3.2969e-20,3.6758e-21,2.4272e-22,2.1282e-23
0.017774,0.11279,0.83669,0.032413,0.00031626,1.9396e-05,1.8119e-15,2.9399e-16,4.2149e-17,5.4314e-18,6.4779e-19,1.3498e-19,1.5049e-20,9.9367e-22,8.7126e-23
2.7415e-11,1.9329e-11,0.20682,0.7752,0.017858,0.00012352,7.5124e-15,1.2189e-15,1.7476e-16,2.252e-17,2.6859e-18,5.5965e-19,6.2395e-20,4.12e-21,3.6125e-22
1.4269e-10,1.006e-10,0.015765,0.24066,0.73061,0.012832,0.00012554,2.2633e-06,9.0956e-16,1.1721e-16,1.3979e-17,2.9127e-18,3.2475e-19,2.1443e-20,1.8801e-21
7.1269e-10,5.0247e-10,1.1036e-10,2.4068e-11,0.30801,0.68257,0.0093715,4.6931e-05,4.5431e-15,5.8543e-16,6.9824e-17,1.4549e-17,1.622e-18,1.071e-19,9.3911e-21
2.5755e-09,1.8158e-09,3.988e-10,8.6975e-11,0.01417,0.46143,0.51197,0.012428,1.6418e-14,1.9625e-06,2.5232e-16,5.2575e-17,5.8617e-18,3.8706e-19,3.3937e-20
1.4622e-08,1.031e-08,2.2642e-09,4.9381e-10,8.6724e-11,1.5956e-11,0.48147,0.50966,0.0088516,1.1639e-05,1.4326e-15,2.9851e-16,3.328e-17,2.1975e-18,1.9268e-19
9.4539e-08,6.6654e-08,1.4639e-08,3.1927e-09,5.6071e-10,1.0316e-10,2.5906e-11,0.51324,0.4805,0.0062582,9.2621e-15,1.93e-15,2.1517e-16,1.4208e-17,1.2457e-18
6.8337e-07,4.818e-07,1.0582e-07,2.3077e-08,4.0529e-09,7.457e-10,1.8726e-10,3.0385e-11,0.53861,0.45725,0.0041387,1.395e-14,1.5553e-15,1.027e-16,9.0045e-18
5.2942e-06,3.7327e-06,8.198e-07,1.7879e-07,3.14e-08,5.7772e-09,1.4508e-09,2.354e-10,3.3749e-11,0.57744,0.41537,0.0071752,1.2049e-14,7.9565e-16,6.9761e-17
2.3065e-05,1.6261e-05,3.5714e-06,7.7889e-07,1.3679e-07,2.5168e-08,6.3201e-09,1.0255e-09,1.4703e-10,0.33239,0.2775,0.38822,0.0018419,3.4661e-15,3.039e-16
0.00019517,0.0001376,3.0222e-05,6.5909e-06,1.1575e-06,2.1297e-07,5.3481e-08,8.6775e-09,1.2441e-09,1.6032e-10,1.9121e-11,0.66404,0.33315,0.0024442,2.5717e-15
0.0028727,0.0020254,0.00044483,9.7012e-05,1.7037e-05,3.1348e-06,7.8722e-07,1.2773e-07,1.8313e-08,2.3598e-09,2.8145e-10,5.8644e-11,0.62269,0.37005,0.0018025
0.03104,0.021885,0.0048065,0.0010482,0.0001841,3.3871e-05,8.506e-06,1.3801e-06,1.9787e-07,2.5497e-08,3.0411e-09,6.3365e-10,7.0645e-11,0.5831,0.35789
